id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45085563,Excelente Habitación Cerca del Parque del Retiro,344385291,Juan José,Salamanca,Goya,40.42507,-3.66959,Private room,20,5,1,2020-09-17,0.08,1,0,1,
45087486,Habitación en Madrid Centro - WIFI,109447199,Dani Jorge,Arganzuela,Imperial,40.40478,-3.71409,Private room,18,15,12,2020-09-24,0.97,4,92,11,
45087698,Hab.Individual/Doble/SmartTV/Netflix/WiFi,52454284,Alberto,Usera,Moscardó,40.38621,-3.70395,Private room,16,3,6,2021-07-20,0.49,2,262,6,
45087787,Atocha Renfe +Fast wifi+ Views S.B. 11,363311409,Federico,Arganzuela,Palos de Moguer,40.40595,-3.6934,Private room,42,1,2,2021-04-03,0.81,4,319,2,
45087833,Atocha Renfe +Fast wifi+ Views S.B. 6,363311409,Federico,Arganzuela,Palos de Moguer,40.40623,-3.69543,Private room,42,1,1,2021-06-06,0.31,4,348,1,
45088939,Apartamento independiente en Plaza Castilla,145188781,Diego,Tetuán,Almenara,40.46779,-3.69318,Entire home/apt,60,7,2,2021-07-25,0.97,1,150,2,
45094854,Habitación en Atico Avenida de América,38570573,Julia,Chamartín,Prosperidad,40.44311,-3.66977,Private room,25,1,2,2020-09-13,0.16,1,0,1,
45095851,Habitación amplia y cómoda en Tetuán,366898150,Teresa,Tetuán,Berruguete,40.4571,-3.7052,Private room,14,3,19,2021-07-24,1.52,1,11,17,
45097201,Exclusive apartment in the center of Madrid,188362187,Jose Antonio,Centro,Universidad,40.42769,-3.70468,Entire home/apt,80,25,0,,,1,265,0,
45097652,Habitación privada+baño particular. Acceso a casa,364172586,Sheila,Latina,Lucero,40.40194,-3.75018,Private room,70,1,0,,,1,0,0,
45101825,Habitacion alquiler,331785718,Emy,Usera,Pradolongo,40.38168,-3.70656,Shared room,350,1,0,,,1,365,0,
45111158,Apartamento con Patio  Privado en Gran Via/SOL,364319356,Francisco,Centro,Cortes,40.41871,-3.69911,Entire home/apt,101,2,1,2020-09-20,0.08,4,286,1,
45111319,2 habitaciones a 2 calles del metro Carabanchel,132101541,Roberto,Carabanchel,Vista Alegre,40.38735,-3.74481,Private room,38,3,0,,,3,0,0,
45114987,Acogedora habitacion muy cerca de Atocha.,271827557,Federico,Centro,Embajadores,40.40625,-3.69846,Private room,20,2,3,2021-08-28,3,1,319,3,
45115700,Habitación acogedora con TODO lo que necesitas !,364360036,Luis Enrique,Hortaleza,Pinar del Rey,40.46976,-3.64321,Private room,23,1,6,2021-02-24,0.52,1,169,6,
45116674,Habitación con vistas en el centro de Madrid.,364370228,Yanelis Amelia,Centro,Sol,40.41646,-3.70053,Private room,20,3,18,2021-06-14,1.54,1,0,18,
45117336,A 7 paradas del centro sol(15 minutos aprox),354132670,Kiara Khaterin,Usera,Orcasur,40.36911,-3.69777,Private room,25,1,0,,,1,364,0,
45130701,Apartamento luminoso . Terraza comunitaria de 75m2,216310014,Aparthotel G3,Tetuán,Berruguete,40.45991,-3.70046,Entire home/apt,70,3,1,2020-11-30,0.10,18,170,1,
45130706,APARTAMENTO IDEAL PARA LARGAS ESTANCIAS. CUZCO,216310014,Aparthotel G3,Tetuán,Castillejos,40.45795,-3.69822,Entire home/apt,70,3,3,2020-10-02,0.62,18,172,3,
45132668,4.HABITACIÓN NUEVA EN SOL,331982718,Gema,Centro,Sol,40.41582,-3.70146,Private room,16,300,1,2020-10-23,0.09,15,193,1,
45132677,Deluxe B Apartment  Madrid Norte,330794542,Williams,Hortaleza,Valdefuentes,40.48781,-3.66702,Entire home/apt,124,1,0,,,12,255,0,
45132753,1.BALCÓN EN LA PUERTA DEL SOL,331982718,Gema,Centro,Sol,40.41613,-3.70115,Private room,23,120,0,,,15,158,0,
45134263,La Latina - Lovely Apartment Madrid Center,53295015,"Guardalia XXI, S.L.",Centro,Embajadores,40.40967,-3.70783,Entire home/apt,78,2,0,,,14,0,0,
45134987,La Latina 3 - Lovely Apartment Madrid Center,53295015,"Guardalia XXI, S.L.",Centro,Embajadores,40.4094,-3.70927,Entire home/apt,66,2,0,,,14,0,0,
45138833,La Latina 5 - Lovely Apartment Madrid Center,53295015,"Guardalia XXI, S.L.",Centro,Palacio,40.41124,-3.70909,Entire home/apt,73,2,0,,,14,0,0,
45139050,La Latina 7 - Lovely Apartment Madrid Center,53295015,"Guardalia XXI, S.L.",Centro,Embajadores,40.40943,-3.70913,Entire home/apt,86,2,0,,,14,0,0,
45139408,La Latina 8 - Lovely Apartment Madrid Center,53295015,"Guardalia XXI, S.L.",Centro,Embajadores,40.4093,-3.70968,Entire home/apt,73,2,0,,,14,0,0,
45142370,Habitación independiente en piso compartido y mono,364561350,Andre,Ciudad Lineal,Ventas,40.42955,-3.64763,Private room,18,1,15,2020-12-07,1.21,3,0,14,
45142590,Luminoso Loft en Madrid - Barrio Delicias,40877988,Raul,Arganzuela,Delicias,40.39941,-3.69525,Entire home/apt,70,2,13,2021-06-26,1.09,61,170,13,
45148329,Love Home - Lovely Apartment Madrid Center,53295015,"Guardalia XXI, S.L.",Centro,Embajadores,40.41109,-3.70828,Entire home/apt,86,2,0,,,14,0,0,
45148893,"Loft con terraza, parking y piscina en verano",28566513,Dionisio,Arganzuela,Palos de Moguer,40.40437,-3.69661,Entire home/apt,120,3,2,2021-08-23,1.30,1,0,2,
45153069,Ático apartamento para dos en  Madrid,364622923,Valvanuz,Chamartín,El Viso,40.4381,-3.68784,Entire home/apt,100,2,0,,,2,124,0,
45167108,BLESS Hotel Madrid 5*,364774870,Bless Hotel Madrid,Salamanca,Recoletos,40.42812,-3.68354,Hotel room,0,1,0,,,1,0,0,
45168464,Modern and luminous apartment - San Blas Madrid,291253690,Luckey,San Blas - Canillejas,Salvador,40.44159,-3.63069,Entire home/apt,53,3,0,,,21,0,0,09/233875.9/20
45168865,Bonito apartamento en chueca,27956044,Miguel Ángel,Centro,Justicia,40.42206,-3.69673,Entire home/apt,45,180,0,,,1,180,0,
45169254,Habitación callao 01 VIP,353683552,Jorge,Centro,Palacio,40.42061,-3.70703,Private room,25,15,0,,,2,89,0,
45177816,Piso de diseño en Atocha,364853610,Luisana,Arganzuela,Palos de Moguer,40.40504,-3.69112,Entire home/apt,55,1,7,2020-12-20,0.66,1,0,7,
45178219,Como en casa!!,364858088,Mariza,Tetuán,Valdeacederas,40.4655,-3.69765,Private room,20,1,1,2020-09-19,0.08,2,129,1,
45179101,ALQUILER HABITACIÓN HOSTAL CHUECA MADRID,260360017,Beatriz,Centro,Justicia,40.42087,-3.69805,Private room,45,1,9,2021-06-29,0.85,15,107,9,
45179167,ALQUILER HABITACION CHUECA MADRID DOS PERSONAS,260360017,Beatriz,Centro,Justicia,40.4213,-3.69765,Private room,45,1,2,2021-08-08,0.66,15,107,2,
45179185,ALQUILER HABITACIÓN Individual Madrid CHUECA,260360017,Beatriz,Centro,Justicia,40.42283,-3.69968,Private room,45,1,3,2021-04-25,0.38,15,107,3,
45179216,Habitación triple en el centro de Madrid chueca,260360017,Beatriz,Centro,Justicia,40.4211,-3.69784,Private room,65,1,0,,,15,106,0,
45184972,Apartamento luminoso. IDEAL PARA TELETRABAJO.CUZCO,216310014,Aparthotel G3,Tetuán,Castillejos,40.45924,-3.6984,Entire home/apt,70,3,1,2020-10-04,0.09,18,170,1,
45185055,Apartamento luminoso y confortable. Cuzco,216310014,Aparthotel G3,Tetuán,Castillejos,40.45823,-3.70011,Entire home/apt,70,3,0,,,18,170,0,
45185922,Apartment for Family & Friends trip in Madrid,279727471,Luis,Hortaleza,Valdefuentes,40.48549,-3.65107,Entire home/apt,120,2,3,2020-11-28,0.36,1,0,3,
45186871,Apartamento confortable y luminoso. Cuzco,216310014,Aparthotel G3,Tetuán,Castillejos,40.45938,-3.69846,Entire home/apt,70,3,3,2020-11-01,1.61,18,170,3,
45195511,APARTAMENTO LUMINOSO CON TERRAZA COMUNITARIA,216310014,Aparthotel G3,Tetuán,Berruguete,40.45973,-3.69983,Entire home/apt,70,3,1,2020-12-20,0.11,18,170,1,
45196497,"Charming room in the heart of Madrid,",26883670,Carolina,Centro,Embajadores,40.40955,-3.70131,Private room,31,30,0,,,1,150,0,
45196959,Como en casa,364858088,Mariza,Tetuán,Valdeacederas,40.46708,-3.69779,Private room,21,2,1,2020-11-27,0.10,2,0,1,
45197583,SLEEP La Latina studio 1 bathroom,364955234,Sleep,Centro,Embajadores,40.4082,-3.71049,Entire home/apt,67,1,7,2021-08-22,1.04,18,105,7,VT-8158
45197793,APARTAMENTO 60M2. TERRAZA PRIVADA DE 70 M2,216310014,Aparthotel G3,Tetuán,Castillejos,40.45768,-3.69868,Entire home/apt,70,7,0,,,18,62,0,
45210870,Habitación a 5 minutos de la Plaza Castilla,365211905,Ivani,Tetuán,Almenara,40.46902,-3.69187,Private room,23,1,14,2021-06-02,1.32,1,347,14,
45214189,SLEEP La Latina 1 bedroom 1 bathroom apartment,364955234,Sleep,Centro,Palacio,40.4078,-3.71146,Entire home/apt,79,1,6,2021-07-12,3.91,18,110,6,VT-6452
45214794,Apartamento en Madrid centro,325651398,Isabel,Centro,Justicia,40.41957,-3.69766,Private room,100,28,1,2020-12-02,0.11,14,2,1,
45219485,"Espacio, luz, comodidad y balcón a 100m Gran Vía",1891477,Diogo,Centro,Universidad,40.42086,-3.70332,Private room,34,10,2,2020-09-27,0.16,9,337,2,
45219488,"Habitación doble,10 min de plaza españa",365283297,Rafael,Latina,Campamento,40.39294,-3.77338,Private room,40,1,3,2020-11-01,0.24,1,0,2,
45219962,Casa vintage con vistas al skyline de Madrid,365287280,Manu,Carabanchel,Vista Alegre,40.38686,-3.7463,Private room,17,1,1,2020-10-09,0.09,1,329,1,
45220654,"Habitación LUMINOSA, TRANQUILA",86526540,Miguel Angel,Carabanchel,Abrantes,40.38276,-3.72524,Private room,23,5,0,,,2,364,0,
45230386,Estudio Interior en plena Gran Vía en Madrid,364319356,Francisco,Centro,Palacio,40.42184,-3.71067,Entire home/apt,81,2,2,2021-03-29,0.36,4,314,2,
45230429,3.Jungle Apartment next to Gran Via / Plaza España,311973495,Carlos,Centro,Universidad,40.42242,-3.70748,Entire home/apt,56,3,39,2021-07-20,3.40,9,138,39,
45230616,Estudio exterior en plena Gran Vía de Madrid,364319356,Francisco,Centro,Palacio,40.42217,-3.71065,Entire home/apt,87,2,8,2021-04-19,0.65,4,331,6,
45231033,Apartamento acogedor en el centro de Madrid,97534129,Laura,Centro,Embajadores,40.4082,-3.70547,Entire home/apt,80,2,0,,,1,0,0,
45234416,Apartamento luminoso y confortable. Cuzco,216310014,Aparthotel G3,Tetuán,Castillejos,40.45755,-3.6999,Entire home/apt,70,3,2,2020-10-22,0.17,18,170,2,
45238401,Vivienda de lujo barrio de Salamanca,359227982,Ayala 63,Salamanca,Goya,40.42698,-3.67616,Entire home/apt,373,1,2,2021-08-15,0.62,4,98,2,VT12138
45238819,Apartamento en esquina barrio de Salamanca,359227982,Ayala 63,Salamanca,Goya,40.42678,-3.67826,Entire home/apt,235,1,0,,,4,74,0,VT12135
45239011,Apartamento de lujo con mirador en Ayala 63,359227982,Ayala 63,Salamanca,Goya,40.42842,-3.67775,Entire home/apt,260,1,2,2021-05-20,0.39,4,103,2,VT12142
45246109,Magnifico apartamento en la mejor zona de Madrid.,105412806,Florencia,Centro,Sol,40.41488,-3.7074,Entire home/apt,200,20,0,,,2,63,0,
45246405,Habitación luminosa con balcón a 2 min Gran Vía,714502,Quinton,Centro,Universidad,40.42083,-3.70435,Private room,25,3,2,2021-08-27,1.87,4,336,2,
45248546,Confortable room in the center. Long stays,4347030,Alexa,Centro,Embajadores,40.40993,-3.70279,Private room,16,2,1,2021-09-10,1,3,319,1,
45249073,Captivating Apartment in Madrid near El Retiro Park,362191258,Juanita - BELVILLA,Puente de Vallecas,Palomeras Bajas,40.3914,-3.66425,Entire home/apt,49,1,0,,,1,365,0,VT-11002
45250797,Stylish Central 2 bedrooms Apartment,37363434,Ismail,Salamanca,Guindalera,40.43588,-3.6748,Entire home/apt,1000,1,0,,,1,110,0,
45253929,The best terrace - Retiro district - Atocha & Park,327878378,Mart,Retiro,Pacífico,40.40258,-3.67455,Entire home/apt,94,7,0,,,2,345,0,
45254260,Habitación zona centro bien comunicado,152196443,Mauricio,Centro,Embajadores,40.40667,-3.7053,Private room,30,1,0,,,1,318,0,
45258378,DÚPLEX Quintana - Las Ventas,220103569,MadreamsRent,Ciudad Lineal,Pueblo Nuevo,40.42829,-3.64371,Entire home/apt,57,3,6,2021-03-25,1.80,49,349,6,
45261839,Precioso apartamento en Marqués de Urquijo Rosales,39066880,Kike,Chamberí,Gaztambide,40.43154,-3.7164,Entire home/apt,85,3,0,,,2,0,0,
45263442,Apartamento Melropies A/C Centro Madrid Wifi,49501483,Ana Y David,Centro,Embajadores,40.4105,-3.70189,Entire home/apt,43,2,11,2021-09-06,1.76,1,150,11,VT-8720
45264383,Habitación luminosa y acogedora en pleno centro,1891477,Diogo,Centro,Universidad,40.4211,-3.70284,Private room,28,2,2,2021-09-04,0.19,9,61,2,
45265338,Apartamento de lujo en la mejor zona de Madrid,202731872,Álvaro,Centro,Justicia,40.42355,-3.69191,Entire home/apt,76,2,17,2021-09-07,2.35,2,232,17,
45267178,"Lujosa habitación, con todas las comodidades.",306035900,Antonioroa,Carabanchel,San Isidro,40.3967,-3.71859,Private room,60,1,0,,,3,179,0,
45267829,Private room w/ private terrace and bathroom,307808041,Chris Y Sara,Carabanchel,Opañel,40.39326,-3.72219,Private room,28,30,1,2021-07-13,0.50,20,22,1,
45267856,Cozy Private Room close to Madrid Rio,307808041,Chris Y Sara,Carabanchel,Opañel,40.39152,-3.72231,Private room,21,30,2,2020-11-03,0.17,20,253,2,
45267966,Habitacion acojedora con mucha luz y equipada,88893195,Jean Pierre,Retiro,Jerónimos,40.40779,-3.67965,Private room,35,2,0,,,2,363,0,
45268526,Modern private room close to Madrid Rio,307808041,Chris Y Sara,Carabanchel,Opañel,40.39155,-3.72043,Private room,22,30,1,2020-10-03,0.09,20,22,1,
45268527,Unique private Room w/ private balcony,307808041,Chris Y Sara,Carabanchel,Opañel,40.39144,-3.72086,Private room,19,30,0,,,20,22,0,
45268956,Nice private room close to Madrid Rio,307808041,Chris Y Sara,Carabanchel,Opañel,40.38981,-3.7268,Private room,23,30,1,2020-09-20,0.08,20,22,1,
45268994,Private Room w/ private balcony near Madrid Rio,307808041,Chris Y Sara,Carabanchel,Opañel,40.39189,-3.72639,Private room,22,30,0,,,20,22,0,
45269267,Convenient private room close to Madrid Rio,307808041,Chris Y Sara,Carabanchel,Opañel,40.39061,-3.7269,Private room,22,30,1,2020-10-02,0.09,20,22,1,
45269384,Private Room w/ private terrace near Madrid Rio,307808041,Chris Y Sara,Carabanchel,San Isidro,40.39199,-3.72695,Private room,22,30,2,2020-10-10,0.23,20,22,2,
45271286,Bright and cozy apartment 15min from downtown,20665242,Elena,Tetuán,Berruguete,40.458733,-3.704015,Entire home/apt,50,2,19,2021-05-04,1.59,1,205,17,
45273360,"""Beautiful loft"" in the heart of Madrid",360288704,Jorge,Centro,Embajadores,40.41122,-3.70364,Entire home/apt,38,2,13,2021-08-31,1.15,1,223,13,
45279512,"Bright, central, Gran Vía, 1 bedroom,  AC",365754112,Froilan,Centro,Sol,40.41939,-3.70047,Entire home/apt,102,1,3,2021-07-17,1.29,4,185,3,
45279821,"Balcony, central, bright, AC, Gran Vía, 1 bedroom",365754112,Froilan,Centro,Sol,40.41939,-3.70047,Entire home/apt,113,1,15,2021-07-11,2.57,4,198,15,
45282128,Habitación individual en apartamento reformado☺️,148701190,Nico,Villaverde,Los Rosales,40.35204,-3.68395,Private room,24,1,4,2021-06-17,0.44,1,83,4,
45283717,Habitación luminosa con baño en suite,365945412,Esperanza,Chamberí,Almagro,40.43485,-3.69847,Private room,29,30,6,2021-07-24,0.50,1,345,6,
45288365,HABITACION PRIVADA en apart. Principe Pío,119320409,TeRe,Moncloa - Aravaca,Casa de Campo,40.42083,-3.71836,Private room,32,1,1,2020-10-03,0.09,1,365,1,
45305501,Habitación individual luminosa en Madrid,286289569,Carolina,Carabanchel,Comillas,40.39307,-3.71227,Private room,17,5,4,2021-07-04,0.34,2,343,4,
45307435,Habitación en gran vía.,354231739,Alejandro,Centro,Palacio,40.4232,-3.71098,Private room,25,1,0,,,1,0,0,
45309805,Habitación doble,264912434,Weimar,Ciudad Lineal,Pueblo Nuevo,40.41794,-3.62759,Private room,25,1,0,,,1,179,0,
45310379,SUITE SOL DE LUXE,328367838,Beatriz,Centro,Sol,40.41705,-3.70313,Private room,100,30,0,,,3,0,0,
45310446,Habitación con terraza en pleno centro,308236570,Bosco,Centro,Embajadores,40.41018,-3.70255,Private room,29,1,0,,,1,361,0,
45310620,Bright room with large terrace,2982091,Yves,Carabanchel,Opañel,40.39151,-3.72024,Private room,14,90,0,,,5,238,0,
45315166,Private room/Habatation privado,308552089,Kate,Moncloa - Aravaca,Argüelles,40.42565,-3.71467,Private room,18,7,0,,,1,0,0,
45320031,Habitacion para noches O dias.,365289537,Fulmate,Latina,Lucero,40.40228,-3.75901,Private room,30,2,0,,,1,0,0,
45322868,Habitación económica con balcón a 150m Gran Vía,1891477,Diogo,Centro,Universidad,40.42247,-3.70435,Private room,34,7,7,2021-08-15,0.82,9,330,7,
45323052,precioso apartamento a un paso de lavapies,3593511,Noe,Arganzuela,Acacias,40.40304,-3.70151,Entire home/apt,45,1,0,,,1,0,0,
45325066,Bonito y cuidado apartamento de 1 dormitorio doble,32046323,Ivory,Centro,Justicia,40.42593,-3.69723,Entire home/apt,85,30,0,,,94,253,0,
45325418,Exclusivo apartamento para 2 en Las Salesas,32046323,Ivory,Centro,Justicia,40.4244,-3.69729,Entire home/apt,90,30,0,,,94,270,0,
45327079,Cozy apartment at Salamanca neighborhood,38723300,Evaristo,Salamanca,Castellana,40.42961,-3.6809,Entire home/apt,129,2,0,,,1,359,0,
45327295,Habitación cerca al cetro de Madrid,366385883,Lucia,Carabanchel,Puerta Bonita,40.38165,-3.73086,Private room,20,1,1,2020-09-20,0.08,1,0,1,
45327998,2Bedroom 2Bathroom apartament in Nuñez de Balboa,265147782,Sleep,Salamanca,Castellana,40.43245,-3.68106,Entire home/apt,92,30,0,,,41,0,0,
45329855,Coqueta y pequeña habitación para descubrir Madrid,1698424,Víctor,Centro,Embajadores,40.40697,-3.70811,Private room,22,2,0,,,1,29,0,
45331349,Hostal reformado en el centro de Madrid,238227100,Soledad,Centro,Justicia,40.42063,-3.69952,Private room,55,1,0,,,1,365,0,
45331358,Bright room with own terrace,2982091,Yves,Carabanchel,Opañel,40.39155,-3.72196,Private room,14,90,0,,,5,275,0,
45331581,Big room with own terrace,2982091,Yves,Carabanchel,Opañel,40.3915,-3.72039,Private room,17,90,0,,,5,274,0,
45331682,Spacious room with own terrace,2982091,Yves,Carabanchel,Opañel,40.39132,-3.72146,Private room,17,90,0,,,5,365,0,
45331754,Spacious bright room with own terrace,2982091,Yves,Carabanchel,Opañel,40.39338,-3.72203,Private room,16,90,0,,,5,365,0,
45336924,NEW! Charming Stylish Apartment in Trendy Lavapies,90731963,Manas,Centro,Embajadores,40.41025,-3.70135,Entire home/apt,80,3,19,2021-08-31,3.02,1,155,19,
45337573,Entre Sol y la Plaza Mayor,2564339,Alfonso & Guillermo,Centro,Sol,40.41706,-3.70583,Entire home/apt,97,3,3,2021-07-27,0.57,14,83,3,
45338049,Ático con vistas en MALASAÑA,2564339,Alfonso & Guillermo,Centro,Universidad,40.42856,-3.70839,Entire home/apt,113,7,0,,,14,242,0,
45340919,"New, bright & central attic, beams, AC, Gran Vía.",365754112,Froilan,Centro,Sol,40.41939,-3.70047,Entire home/apt,95,1,1,2021-04-10,0.19,4,181,1,
45341416,Apartamento nuevo con parking privado,69566471,Javier,Carabanchel,Opañel,40.39061,-3.71753,Entire home/apt,185,6,0,,,26,117,0,
45342011,"Central & bright, AC, Gran Vía, brand new, stylish",365754112,Froilan,Centro,Sol,40.41939,-3.70047,Entire home/apt,134,1,19,2021-09-06,3.68,4,167,19,
45342599,Espectacular apartamento de 1 dormitorio doble,32046323,Ivory,Centro,Justicia,40.42582,-3.69703,Entire home/apt,90,30,0,,,94,192,0,
45343567,Apartamento La Latina confortable y económico,347655485,Lucho,Centro,Embajadores,40.40938,-3.70835,Entire home/apt,58,1,2,2020-11-08,0.17,9,272,2,
45344767,Penthouse 3 bedroom 3bathroom in Nuñez de Balboa,265147782,Sleep,Salamanca,Castellana,40.43265,-3.68292,Entire home/apt,110,30,2,2021-04-07,0.24,41,0,2,
45345482,Incredible 1 bedroom apartament in La Latina,265147782,Sleep,Centro,Palacio,40.40965,-3.71083,Entire home/apt,46,30,0,,,41,0,0,
45348230,Independent and private terrace in Studio Suite.,326978812,Salvador,Tetuán,Bellas Vistas,40.45325,-3.70409,Entire home/apt,64,2,35,2021-08-15,3.17,1,159,35,
45348959,Apartamento completo en Malasaña,170638939,Carolina,Centro,Universidad,40.42544,-3.7015,Entire home/apt,75,1,0,,,1,0,0,
45358126,Central 1 bedroom apartment in El Rastro,265147782,Sleep,Centro,Embajadores,40.40827,-3.7081,Entire home/apt,42,30,0,,,41,0,0,
45359355,Loft La Latina cerca del metro,347655485,Lucho,Centro,Embajadores,40.40956,-3.70878,Entire home/apt,46,2,2,2020-12-12,0.21,9,261,2,
45359412,5.HABITACIÓN ACOGEDORA EN SOL,331982718,Gema,Centro,Sol,40.41523,-3.70234,Private room,18,15,0,,,15,284,0,
45360661,Central 2 bedroom apartment in El Rastro,265147782,Sleep,Centro,Palacio,40.41016,-3.71001,Entire home/apt,51,30,1,2021-02-19,0.15,41,0,1,
45361714,Apartamento  céntrico  en puerta del  sol.,254267435,Jaluca,Centro,Sol,40.41585,-3.7048,Private room,111,2,0,,,11,356,0,
45363995,Fantástico piso en el centro de Madrid!,240972247,Solucion,Centro,Cortes,40.41142,-3.69562,Entire home/apt,100,3,1,2021-03-15,0.17,1,364,1,
45365130,"Habitación para 2, baño privado en Diego de León",10117007,Mercedes,Salamanca,Lista,40.43456,-3.67595,Private room,45,2,0,,,1,342,0,
45368416,Habitación con cama doble en Calle Fuencarral,58252633,Mila,Chamberí,Trafalgar,40.43049,-3.70196,Private room,29,1,0,,,1,0,0,
45373842,Apartamento Grande y Limpio en Centro Ciudad,69566471,Javier,Chamberí,Arapiles,40.43831,-3.71011,Entire home/apt,195,3,0,,,26,166,0,
45374761,Señorial y céntrico apartamento de 1 dormitorio,32046323,Ivory,Centro,Justicia,40.42625,-3.69568,Entire home/apt,90,30,0,,,94,253,0,
45375518,Precioso y céntrico apartamento de un dormitorio,32046323,Ivory,Centro,Justicia,40.42617,-3.69588,Entire home/apt,85,30,0,,,94,314,0,
45377398,Apartamento de lujo en Madrid centro,49259514,Prime Residence,Chamberí,Almagro,40.43512,-3.69682,Entire home/apt,315,2,0,,,3,312,0,
45378037,ÁTICO EN MALASAÑA,26354361,Ricardo,Centro,Universidad,40.42368,-3.70675,Entire home/apt,60,1,0,,,1,314,0,
45378440,Artist Residency: LOFT Live-Work Unit Metro Line 1,357778647,Gregory,Tetuán,Berruguete,40.46137,-3.70439,Entire home/apt,50,6,2,2021-07-29,0.91,1,1,2,
45387771,Habitación con excelente ubicación y transporte,70309553,Tania,Arganzuela,Chopera,40.39467,-3.69568,Entire home/apt,360,1,0,,,2,365,0,
45387948,Habitación económica y amplia a 2 min Gran Vía,1891477,Diogo,Centro,Universidad,40.42123,-3.70461,Private room,29,3,1,2020-10-15,0.09,9,45,1,
45388161,NEUS: entre Sol y la Plaza Mayor,723539,Eloisa,Centro,Sol,40.41615,-3.70519,Entire home/apt,80,3,1,2020-11-01,0.10,15,100,1,
45388385,NIEVES : Ático con vistas en MALASAÑA,723539,Eloisa,Centro,Sol,40.41642,-3.7041,Entire home/apt,101,3,1,2020-10-29,0.09,15,116,1,
45390116,Habitación luminosa en el centro de Madrid,222263969,Nazaret,Centro,Embajadores,40.41021,-3.70309,Private room,20,1,0,,,2,254,0,
45391074,Apartamento Completo. (Delicias),58609937,Julian,Arganzuela,Delicias,40.39643,-3.69295,Entire home/apt,50,3,1,2020-10-12,0.09,3,0,1,
45399500,Cómoda habitación cerca de C/ Alcalá,367096337,Eloisa,Ciudad Lineal,Quintana,40.43576,-3.64993,Private room,25,3,0,,,1,81,0,
45405231,Habitación Gayfriendly,41903736,Camilo,San Blas - Canillejas,Canillejas,40.43753,-3.61127,Private room,30,1,0,,,1,0,0,
45407066,Tintín apartament in the center of Madrid,329629714,Alvaro,Centro,Embajadores,40.40912,-3.70712,Entire home/apt,55,2,29,2021-09-05,2.45,16,144,29,
45407624,APARTAMENTO ACOGEDOR RECIÉN REFORMADO,89400407,Rafael,Centro,Palacio,40.40881,-3.71402,Entire home/apt,40,7,0,,,1,261,0,
45407755,"Excelente ubicación, reforma completa",28203395,Hostel Era,Centro,Universidad,40.42512,-3.70155,Private room,15,30,0,,,5,0,0,
45410564,Habitación privada con cama de matrimonio.,148575905,Verlo,Chamartín,Prosperidad,40.44179,-3.67498,Entire home/apt,40,4,3,2020-10-31,0.25,2,82,3,
45412099,Amplia Habitación en piso compartido.,364561350,Andre,Ciudad Lineal,Ventas,40.42955,-3.64763,Private room,16,1,18,2021-08-21,1.56,3,325,18,
45415129,4.HABITACIÓN GRANDE Y NUEVA EN SOL,331982718,Gema,Centro,Cortes,40.41451,-3.70118,Private room,16,120,1,2020-09-21,0.08,15,162,1,
45415168,5.HABITACIÓN ACOGEDORA DE LARGA ESTANCIA EN SOL,331982718,Gema,Centro,Cortes,40.41462,-3.70084,Private room,18,15,0,,,15,8,0,
45415198,1.HABITACIÓN CON BALCÓN EXTERIOR Y MUCHA LUZ,331982718,Gema,Centro,Cortes,40.41397,-3.70223,Private room,25,90,0,,,15,60,0,
45415398,The Molino Nest ** City Center Apt,257822045,Thomas,Centro,Universidad,40.42423,-3.70413,Entire home/apt,50,30,0,,,2,0,0,
45416012,Se alquila habitación con baño privado.,33266182,Patricia,Usera,Orcasitas,40.36975,-3.70633,Private room,55,1,0,,,1,179,0,
45417194,Habitación san Cristóbal no disponible,360742569,Abraham,Villaverde,San Cristobal,40.34465,-3.68819,Private room,23,1,1,2021-07-08,0.45,1,179,1,
45422181,Penthouse near Nuevos Ministerios,13099624,Jorge,Tetuán,Cuatro Caminos,40.44898,-3.69904,Entire home/apt,45,1,4,2020-12-28,0.40,2,0,4,
45423549,Nati 1,158944313,Natalia,Centro,Sol,40.41698,-3.70204,Private room,40,1,5,2021-06-27,1.23,3,347,5,
45423664,Nati 2,158944313,Natalia,Centro,Sol,40.41475,-3.70336,Private room,41,1,8,2021-08-17,2.11,3,350,8,
45427349,Apartamento luminoso y confortable. Cuzco,216310014,Aparthotel G3,Tetuán,Berruguete,40.45922,-3.70042,Entire home/apt,70,3,0,,,18,170,0,
45428382,"Lindo estudio con amplia cocina, a mts de Gran Vía",10561681,New Place,Centro,Sol,40.41933,-3.70221,Entire home/apt,30,30,0,,,6,291,0,
45430057,Estudio junto barrio de Salamanca,367460024,Apartamentos,Salamanca,Guindalera,40.4339,-3.67189,Entire home/apt,75,5,2,2021-01-14,0.50,8,160,2,
45431870,CENTRO.apart. nuevo muy acogedor. parking gratis,119206711,Rafa & Luis,Carabanchel,Comillas,40.39766,-3.71233,Entire home/apt,48,2,6,2021-09-08,0.88,2,75,6,
45432501,Cozy apartment for 4 near to Sol,273733558,Nabil,Centro,Embajadores,40.41233,-3.70293,Entire home/apt,62,2,4,2021-08-02,0.58,1,356,4,VT-12664
